,C,pedido,cluster,validation
472,T473,nesse contexto _e_ com o clamor da população que habita a referida região a associação comercial _e_ empresarial de santarém aces entidade com 72 _anos_ de tradição que engloba de maneira geral todos os segmentos empresariais _e_ atividades que integram o mercado como um todo solicita a esse conceituado órgão _informações_ quanto às providências que estão em curso para solucionar de _forma_ definitiva o problema das oscilações _e_ faltas de energia em toda região oeste do pará ainda pedimos _informações_ sobre o cronograma da obra do novo linhão do tramoeste uma _vez_ que santarém _e_ cidades da região oeste do pará têm enfrentado uma situação caótica nos últimos _meses_ com frequentes oscilações de tensão comprometendo a qualidade do fornecimento de energia_elétrica _e_ afetando a cadeia econômica dos municípios bem como os demais segmentos da sociedade a região oeste do pará aguarda com clamor a implantação do novo linhão prometido para o _ano_ de 2016 porém já chegamos ao primeiro semestre de 2017 _e_ só amargamos a intensidade da interrupção do serviço inúmeros prejuízos com a queima de equipamentos _e_ a impossibilidade de abrigar novos investimentos que demandam uma energia de qualidade com tudo isso recebemos a _informação_ que o agente de transmissão isolux que arrematou o lote d do leilão n 001 2015 realizado no _dia_ 26 de _agosto_ de 2015 referente às obras estruturais do tramoeste encontra _se_ em dificuldades financeiras _e_ anunciou recuperação extrajudicial em _janeiro_ de 2016 o que nos aponta para uma crise energética ainda pior diante do cenário acima descrito _e_ temendo que a situação _se_ agrave ainda mais semelhante o ocorrido no oeste do pará no segundo semestre de 2013 quando vivemos um verdadeiro caos no fornecimento de energia_elétrica solicitamos soluções definitivas para melhorar as condições de abastecimento de energia_elétrica na região sanando os graves impactos em santarém que tem um mercado econômico em desenvolvimento,Temer_05,Q1: Public-Political
473,T474,,Temer_06,Q1: Public-Political
474,T475,boa tarde senhores nossa empresa foi uma das três contratadas pela prefeitura do _município_de_londrina_ através de licitação rdc 0001 2016 para execução da recuperação das pontes objetos desse convênio _número_ do convênio siafi 688345 situação adimplente n original termo comp 0090 2016 objeto do convênio ações de recuperação de danos orgão superior ministerio da integracao nacional concedente secretaria nacional de defesa_civil sedec convenente _município_de_londrina_ valor convênio 5 865 760 00 valor liberado 1 759 728 00 publicação 01 12 2016 início da vigência 26 10 2016 fim da vigência 25 10 2017 valor contrapartida 0 00 _data_ última liberação 06 12 2016 valor última liberação 1 759 728 00 solicito a _gentileza_ de informarem 1 qual o motivo da _não_ liberação da segunda parcela do repasse 2 qual a _data_ prevista para que seja liberada essa segunda parcela nossa empresa fair play construções civis eireli me cnpj 84 813 195 0001 89 telefones para _contato_ 43 9 9994 0652 43 3342 0652 atenciosamente engenheiro adauto quintanilha,Temer_06,Q1: Public-Political
475,T476,gostaria de ter _acesso_ aos _dados_ da produção habitacional do programa minha casa minha vida em formato de tabela excel para cada um dos empreendimentos viabilizados pelo programa desde o início do programa até o _presente_ _momento_ para tanto solicito os _dados_ referentes produção específica do _estado_ de são_paulo com as seguintes colunas de _dados_ _município_ faixa de renda 1 2 3 modalidade entidades far far urbanização oferta pública pnhr nome do empreendimento endereço fase do programa _i_ _ii_ ou _iii_ nome da entidade organizadora construtora _quantidade_ de unidades habitacionais _quantidade_ de unidades habitacionais entregues tipologia da uh casa ou apartamento valor total de investimento r estágio do contratado andamento concluído entregue estágio da obra adiantada atrasada paralisada concluída normal _data_ de contratação _data_ de início da obra _data_ de previsão de término da obra situação do de recurso liberado valor total de investimento r valor de contrapartida r valor de empréstimo financiamento r valor de subsídio r valor de terreno r tipo de aquisição de terreno _e_ ou construção _e_ ou assitência técnica regime de construção administração direta empreitada global ou misto situação do terreno compra ou doação _ano_ de seleção do empreendimento parcerias _e_ contrapartidas obrigada,Temer_06,Q2: Private-Political
476,T477,venho por _meio_ deste solicitar _informações_ detalhadas situação atual valor da obra situação dos convênios responsáveis recursos liberados _e_ gastos recursos disponíveis bloqueados ou perdidos etc da atual situação do projeto de urbanização da vila dos pescadores em cubatão sp segundo conta a urbanização do local reúne investimentos do programa de aceleração do crescimento pac para a implantação da infraestrutura _e_ do programa minha casa minha vida para construção das edificações _favor_ informar também como a sociedade_civil organizada pode atuar para ajudar na tramitação do processo de _forma_ a agilizar a urbanização que é uma promessa de mais de 50 _anos_ _att_,Temer_06,Q2: Private-Political
477,T478,gostaria de ter _acesso_ aos _dados_ da produção habitacional do programa minha casa minha vida em formato de tabela excel para cada um dos empreendimentos viabilizados pelo programa desde o início do programa até o _presente_ _momento_ para tanto solicito os _dados_ referentes produção específica do _estado_ de são_paulo com as seguintes colunas de _dados_ _município_ modalidade entidades far far urbanização oferta pública pnhr nome do empreendimento endereço fase do programa _i_ _ii_ ou _iii_ nome da entidade organizadora construtora _quantidade_ de unidades habitacionais _quantidade_ de unidades habitacionais entregues tipologia da uh casa ou apartamento valor total de investimento r estágio do contratado andamento concluído entregue estágio da obra adiantada atrasada paralisada concluída normal _data_ de contratação _data_ de início da obra _data_ de previsão de término da obra situação do de recurso liberado valor total de investimento r valor de contrapartida r valor de empréstimo financiamento r valor de subsídio r valor de terreno r tipo de aquisição de terreno _e_ ou construção _e_ ou assitência técnica regime de construção administração direta empreitada global ou misto situação do terreno compra ou doação _ano_ de seleção do empreendimento parcerias _e_ contrapartidas obrigada,Temer_06,Q2: Private-Political
478,T479,solicito _informações_ detalhadas do convênio n siafi 668377 da prefeitura municpal de serrana detalhes do convênio _número_ do convênio siafi 668377 situação adimplente n original cr nr 0352353 07 redireciona para o site da cef objeto do convênio obras de infraestrutura producao de 20 uh pelo minha casa minha vida equip comunitario02 pracas _e_ 01 museu reservatorio de agua 1 22 orgão superior ministerio das cidades concedente caixa economica federal fnhis convenente _município_de_serrana_ valor convênio 2 003 528 00 valor liberado 2 003 528 00 publicação 07 11 2011 início da vigência 31 10 2011 fim da vigência 28 04 2017 valor contrapartida 0 00 _data_ última liberação 27 07 2016 valor última liberação 29 721 78,Temer_06,Q1: Public-Political
479,T480,conforme _informações_ abaixo bem como _documentos_ em anexo foi empenhado em 2013 um valor de r 36000 00 para pagamento da empresa equiele roberta de souza me tendo em vista que a fonte de recurso _se_ originou pela transferência _e_ convênios federais vinculados esta cidadão deseja ter _acesso_ a todas as _informações_ referentes a este convênio já buscou junto aos sites porém _não_ constam _informações_ também desejo ter _acesso_ a prestação_de_contas referentes a tal contratação _e_ saber por que apesar de ser convênio _e_ verba federal só constam _informações_ junto ao tce _e_ nada no tcu execução da despesa _município_ nova odessa exercício 2013 _município_ nova odessa exercício 2013 órgão prefeitura_municipal de nova odessa _mês_ _junho_ evento empenhado _número_ do empenho 5902 2013 cpf cnpj ident esp cnpj pessoa_jurídica 10396946000172 nome do fornecedor equiele roberta de sousa me _data_ do evento 2013 06 19 valor 36 000 00 função de governo 8 saúde subfunção de governo 29 assistência hospitalar _e_ ambulatorial descrição do programa saúde para todos descrição da ação 2034 manutencao da assistencia medica descrição da fonte de recurso 5 transferências _e_ convênios federais vinculados código da aplicação fixo 0300 saúde recursos específicos modalidade de licitação 3 convite subitem 33903905 serviços_técnicos profissionais histórico pedido gerado a partir do resultado da licitacao 000073 13 entidade 2 contratacao de empresa c,Temer_06,Q2: Private-Political
480,T481,em _resposta_ a vocês gostaria de esclarecer que o mesmo já _se_ encontra com 65 de execução física _e_ paralisado deste de _outubro_ de 2016 por falta de recurso no entanto este valor o qual foi liberado já foi executado _e_ pago para a empreiteira prezado a _senhor_ a em _atenção_ ao seu pedido de _acesso_ à _informação_ formulado com base na _lei_ n 12 527 2011 regulamentada pelo decreto n 7 724 2012 informamos que em _consulta_ ao banco de _dados_ da subsecretaria de planejamento orçamento _e_ administração spoa mcid o convênio siconv n 799818 2013 celebrado com a prefeitura de entre rios de minas mg atualmente encontra _se_ com 32 9 de execução física na situação de paralisada _e_ já foi liberado a quantia de r 122 925 00 correspondente aos 50 do valor de repasse do referido convênio siconv desta _forma_ _não_ há valor previsto para liberação face a situação acima relatada comunicamos a vossa senhoria que _caso_ necessário poderá ser apresentado no prazo de dez _dias_ recurso para a autoridade hierarquicamente superior a quem adotou a atual decisão de acordo com o disposto na seção _ii_ do capítulo _iii_ da _lei_ n 12 527 2011 _e_ na seção _iv_ do capítulo _iv_ do decreto n 7 724 2012 atenciosamente serviço de _informação_ ao cidadão sic ministério das cidades sic cidades _gov_ _br_,Temer_06,Q3: Public-Nonpolitical
481,T482,_número_ do convênio siafi 789956 redireciona para o portal convênios siconv situação em execução n original 43926 2013 objeto do convênio pavimentacao em vias publicas urbanas no _município_de_urandi_ orgão superior ministerio das cidades concedente caixa economica federal programas_sociais convenente prefeitura_municipal de urandi valor convênio 295 300 00 valor liberado 236 240 00 publicação 10 01 2014 início da vigência 20 12 2013 fim da vigência 30 04 2017 valor contrapartida 0 00 _data_ última liberação 11 11 2016 valor última liberação 88 590 00 solicitei _informações_ a prefeitura_municipal de urandi acerca dos valores repassados _e_ a execução da obra no entanto a prefeitura _se_ negou a fornecer as _informações_ sendo assim solicito as seguintes _informações_ 1 projeto básico estudo preliminar anteprojeto projeto legal básico executivo detalhamento memorial descritivo 2 orçamento detalhado em planilhas o mesmo deve expressar a composição de todos os custos unitários art 7 2 da _lei_ 8 666 3 execução _e_ cronograma da obra 4 _relação_ _cópia_ integral dos processos de pagamento dos empenhos da empresa contendo todos os _documentos_ acostados a saber nota_fiscal comprovantes de regularidade inss fgts iss folha_de_pagamento comprovante de liquidação ordem bancária etc aguardo obrigado,Temer_06,Q2: Private-Political
